,연도,팀명,G,W,D,L,WPCT,R,R(A),RD,WIN,POST,AVG,PA,AB,H,2B,3B,HR,TB,RBI,SAC,SF,BB,IBB,HBP,SO,GDP,SLG,OBP,OPS,MH,RISP,PH-BA,ERA,SV,HLD,HA,HR(A),BB(A),HBP(A),K,ER,WHIP,CG,SHO,QS,BSV,TBF,NP,AVG(A),2B(A),3B(A),GDP(A),SAC(A),IBB(A),WP,BK,E,PKO,PO,A,DP,FPCT,PB,SB,CS,CS%,SBA(R),SB(R),CS(R),SB(R)%,OOB,PKO(R)
0,2001,KIA,133,60,5,68,0.469,683,727,-44,N,N,0.278,5189,4542,1263,221,17,142,1944,637,51,43,497,21,56,774,129,0.428,0.353,0.781,133,0.272,0.225,5.01,28,16,1231,160,499,79,743,656,1.47,10,6,35,0,5207,19799,0.272,212,16,71,36,17,51,3,107,1,3536,1477,134,0.979,10,100,53,34.6,155,92,63,59.4,0,0
1,2001,LG,133,58,8,67,0.464,669,732,-63,N,N,0.276,5319,4521,1247,219,24,85,1769,630,114,41,590,24,52,759,100,0.391,0.363,0.754,133,0.28,0.263,5.09,26,27,1253,127,647,69,765,670,1.6,0,3,43,0,5380,21119,0.277,204,23,99,46,43,52,6,103,12,3554,1485,129,0.98,16,110,55,33.3,154,96,58,62.3,0,0
2,2001,SK,133,60,2,71,0.458,596,640,-44,N,N,0.26,5077,4400,1143,215,11,113,1719,555,122,26,457,23,71,770,95,0.391,0.337,0.728,133,0.255,0.274,4.38,33,22,1148,155,508,65,908,570,1.41,11,8,61,0,5110,19710,0.259,217,9,76,34,31,54,1,96,3,3514,1434,124,0.981,19,106,44,29.3,182,123,59,67.6,0,0
3,2001,두산,133,65,5,63,0.508,732,733,-1,Y,Y,0.276,5303,4583,1266,221,26,130,1929,688,54,46,560,27,60,697,116,0.421,0.359,0.78,133,0.278,0.163,4.96,35,40,1290,128,546,60,799,650,1.56,1,3,27,0,5282,20071,0.284,196,23,85,48,17,47,0,109,3,3541,1599,140,0.979,12,126,56,30.8,166,132,34,79.5,0,0
4,2001,롯데,133,59,4,70,0.457,718,670,48,N,N,0.28,5308,4521,1265,247,24,121,1923,671,82,60,585,39,60,817,89,0.425,0.365,0.79,133,0.288,0.244,4.68,33,28,1238,128,523,61,790,609,1.5,0,3,43,0,5189,19593,0.276,251,22,86,38,23,53,2,99,9,3515,1518,141,0.981,12,85,58,40.6,159,106,53,66.7,0,0
5,2001,삼성,133,81,0,52,0.609,739,644,95,N,Y,0.277,5280,4553,1262,244,21,162,2034,695,69,42,520,27,95,814,111,0.447,0.36,0.807,133,0.267,0.223,4.39,43,20,1195,132,561,61,844,579,1.48,7,6,51,0,5243,20128,0.265,207,13,76,37,20,38,8,79,7,3562,1365,112,0.984,10,95,48,33.6,117,73,44,62.4,0,0
6,2001,한화,133,61,4,68,0.473,659,733,-74,N,Y,0.275,5259,4556,1255,211,15,148,1940,628,75,34,549,28,45,877,106,0.426,0.357,0.783,133,0.265,0.233,4.82,25,33,1288,142,541,66,813,634,1.54,7,5,49,0,5331,20774,0.28,238,26,73,45,44,57,5,117,2,3555,1413,130,0.977,9,111,48,30.2,200,135,65,67.5,0,0
7,2001,현대,133,72,4,57,0.558,711,628,83,N,Y,0.268,5225,4445,1192,166,20,169,1905,667,77,29,598,14,76,911,109,0.429,0.362,0.791,133,0.279,0.232,4.34,39,23,1250,98,531,54,757,570,1.51,6,3,56,0,5218,20097,0.277,219,26,78,37,8,54,1,116,6,3550,1553,147,0.978,5,96,69,41.8,154,99,55,64.3,0,0
8,2002,KIA,133,78,4,51,0.605,643,580,63,N,Y,0.269,5200,4575,1230,220,14,120,1838,611,45,35,454,32,91,914,107,0.402,0.344,0.746,133,0.268,0.25,3.92,38,30,1185,151,370,97,862,520,1.3,10,7,55,0,5106,19112,0.26,159,12,54,34,14,55,2,101,1,3585,1403,127,0.98,12,75,60,44.4,194,155,39,79.9,54,8
9,2002,LG,133,66,6,61,0.52,583,575,8,N,Y,0.261,5121,4492,1173,212,22,100,1729,541,93,37,412,29,86,951,91,0.385,0.332,0.717,133,0.258,0.178,3.93,32,40,1119,135,501,100,896,520,1.36,2,9,38,0,5145,20432,0.252,185,19,74,26,30,40,5,91,10,3572,1369,139,0.982,8,67,48,41.7,203,140,63,69,46,7
10,2002,SK,133,61,3,69,0.469,618,638,-20,N,N,0.27,5090,4475,1207,204,27,158,1939,587,96,34,385,15,100,815,94,0.433,0.339,0.772,133,0.271,0.218,4.47,25,15,1150,176,402,78,948,586,1.32,5,7,54,0,5074,19578,0.255,209,15,55,23,34,34,3,94,8,3537,1363,95,0.981,8,129,50,27.9,135,80,55,59.3,60,11
11,2002,두산,133,66,2,65,0.504,587,562,25,N,N,0.261,5083,4498,1173,174,21,130,1779,556,47,46,434,17,58,794,107,0.396,0.331,0.727,133,0.255,0.266,3.93,38,43,1139,99,479,60,954,517,1.37,3,6,60,0,5087,19237,0.257,187,23,77,33,30,44,2,88,3,3549,1447,130,0.983,7,103,53,34,148,106,42,71.6,46,1
12,2002,롯데,133,35,1,97,0.265,463,710,-247,N,N,0.245,4986,4512,1105,206,19,85,1604,443,49,22,324,14,78,978,75,0.355,0.305,0.66,132,0.224,0.131,4.72,13,19,1269,130,443,83,775,612,1.47,5,7,49,0,5156,19635,0.281,266,28,70,45,16,40,1,117,2,3504,1523,165,0.977,13,107,41,27.7,139,76,63,54.7,51,9
13,2002,삼성,133,82,4,47,0.636,777,581,196,Y,Y,0.284,5304,4648,1321,266,16,191,2192,731,55,34,469,26,97,804,116,0.472,0.36,0.832,133,0.278,0.165,3.92,37,22,1182,148,385,74,987,521,1.31,2,8,45,0,5089,19535,0.262,214,22,80,33,16,45,3,87,5,3593,1409,115,0.983,14,74,65,46.8,76,47,29,61.8,49,5
14,2002,한화,133,59,5,69,0.461,603,672,-69,N,N,0.256,5062,4491,1148,206,10,170,1884,570,52,22,446,22,49,1064,106,0.42,0.328,0.748,133,0.251,0.189,4.79,32,32,1254,146,392,102,953,631,1.39,8,5,54,0,5198,20061,0.272,229,25,62,38,29,42,4,85,10,3554,1363,94,0.983,9,116,43,27,159,94,65,59.1,38,3
15,2002,현대,133,70,5,58,0.547,658,614,44,N,Y,0.261,5140,4444,1160,191,25,173,1920,643,99,34,464,26,99,945,82,0.432,0.342,0.774,133,0.27,0.209,4.23,38,36,1219,142,416,64,890,558,1.38,3,6,49,0,5131,19927,0.268,230,10,64,32,12,54,5,82,10,3559,1445,125,0.984,12,82,46,35.9,129,79,50,61.2,50,6
16,2003,KIA,133,78,5,50,0.609,657,527,130,N,Y,0.272,5127,4448,1211,219,16,129,1849,626,94,37,505,18,42,721,72,0.416,0.349,0.765,131,0.284,0.226,3.62,36,34,1092,137,414,101,820,474,1.28,12,10,65,0,4999,19162,0.25,178,10,88,30,12,42,1,70,1,3534,1493,123,0.986,7,48,52,52,213,146,67,68.5,73,11
17,2003,LG,133,60,2,71,0.458,509,579,-70,N,N,0.249,4964,4375,1088,188,29,106,1652,485,74,40,404,11,70,781,90,0.378,0.319,0.697,133,0.229,0.201,3.98,37,51,1201,120,531,60,794,517,1.48,2,10,48,0,5166,20403,0.271,185,23,116,34,27,49,2,98,15,3509,1308,116,0.98,6,47,52,52.5,197,135,62,68.5,40,5
18,2003,SK,133,66,3,64,0.508,644,642,2,N,Y,0.272,5157,4445,1208,209,16,156,1917,612,127,32,464,10,89,763,87,0.431,0.35,0.781,133,0.269,0.19,4.44,43,48,1190,135,497,83,759,583,1.43,3,10,44,0,5158,19830,0.267,212,21,84,32,19,42,2,90,14,3544,1560,118,0.983,14,101,67,39.9,139,82,57,59,64,5
19,2003,두산,133,57,2,74,0.435,563,619,-56,N,N,0.276,5165,4536,1251,205,21,90,1768,541,63,52,452,17,62,706,121,0.39,0.346,0.736,133,0.271,0.272,4.24,30,53,1194,105,464,79,654,554,1.41,7,7,52,0,5144,19144,0.268,208,18,105,43,22,37,3,90,2,3527,1403,135,0.982,10,108,39,26.5,94,58,36,61.7,45,7
20,2003,롯데,133,39,3,91,0.3,491,709,-218,N,N,0.256,4987,4465,1143,232,18,73,1630,451,83,28,338,11,73,848,75,0.365,0.317,0.682,133,0.243,0.206,5.01,22,58,1302,171,435,93,647,648,1.49,3,4,44,0,5173,19413,0.289,259,22,93,40,16,36,3,104,7,3493,1547,147,0.98,14,78,51,39.5,150,84,66,56,60,8
21,2003,삼성,133,76,4,53,0.589,769,613,156,N,Y,0.284,5241,4564,1295,236,14,213,2198,744,73,38,481,19,85,661,131,0.482,0.36,0.842,133,0.293,0.206,4.37,30,41,1199,133,494,59,808,574,1.43,2,5,45,0,5150,19834,0.268,222,24,95,29,15,46,3,75,10,3549,1379,118,0.985,9,81,54,40,88,56,32,63.6,41,5
22,2003,한화,133,63,5,65,0.492,577,617,-40,N,N,0.254,5198,4458,1131,218,20,121,1752,521,102,21,542,22,75,887,89,0.393,0.343,0.736,133,0.252,0.201,4.37,35,31,1184,142,437,68,772,579,1.36,4,8,54,0,5165,19888,0.261,222,14,82,45,14,53,9,75,4,3576,1324,97,0.985,7,110,37,25.2,135,78,57,57.8,64,12
23,2003,현대,133,80,2,51,0.611,723,627,96,Y,Y,0.286,5313,4483,1280,208,15,175,2043,673,139,38,543,23,109,727,100,0.456,0.373,0.829,133,0.272,0.208,4.13,39,43,1245,120,457,62,840,546,1.43,2,4,58,0,5197,20181,0.273,229,17,92,33,6,56,2,112,3,3570,1448,131,0.978,9,120,73,37.8,123,75,48,61,72,5
24,2004,KIA,133,67,5,61,0.523,643,637,6,N,Y,0.267,5190,4426,1182,224,9,143,1853,610,82,54,549,22,79,693,118,0.419,0.354,0.773,132,0.263,0.263,4.51,27,24,1198,119,496,120,773,593,1.43,5,9,49,0,5199,19717,0.268,213,22,77,39,13,48,1,79,2,3549,1451,151,0.984,7,62,43,41,181,127,54,70.2,38,10
25,2004,LG,133,59,4,70,0.457,588,637,-49,N,N,0.259,5081,4432,1150,176,24,102,1680,554,73,40,441,18,95,892,89,0.379,0.337,0.716,133,0.264,0.193,4.31,35,64,1235,116,543,64,783,557,1.53,3,6,46,0,5180,20349,0.277,207,17,76,42,31,55,1,104,13,3493,1361,142,0.979,16,64,51,44.3,117,69,48,59,56,7
26,2004,SK,133,61,8,64,0.488,655,644,11,N,N,0.272,5254,4499,1223,196,9,138,1851,626,105,35,521,24,93,818,98,0.411,0.357,0.768,132,0.271,0.159,4.4,29,49,1173,116,538,110,891,580,1.44,3,6,39,0,5216,20469,0.263,208,13,79,25,18,57,8,83,10,3559,1469,147,0.984,12,90,60,40,97,50,47,51.5,53,4
27,2004,두산,133,70,1,62,0.53,606,560,46,N,Y,0.268,5109,4485,1200,202,19,89,1707,573,55,40,433,12,96,780,86,0.381,0.342,0.723,132,0.268,0.218,3.88,38,47,1144,95,457,75,799,508,1.36,4,12,54,0,5056,19198,0.26,177,15,84,40,18,49,3,88,6,3533,1409,146,0.983,11,82,40,32.8,130,71,59,54.6,59,9
28,2004,롯데,133,50,11,72,0.41,533,608,-75,N,N,0.252,5075,4462,1125,195,21,88,1626,500,74,31,416,15,92,853,99,0.364,0.327,0.691,132,0.248,0.146,4.22,29,46,1216,109,449,76,753,558,1.4,4,8,49,0,5160,19578,0.272,220,13,105,53,41,43,3,87,11,3571,1520,134,0.983,9,89,45,33.6,175,129,46,73.7,66,10
29,2004,삼성,133,73,8,52,0.584,641,564,77,N,Y,0.269,5170,4509,1215,225,9,132,1854,600,84,31,460,22,86,704,122,0.411,0.346,0.757,131,0.268,0.16,3.76,42,74,1092,118,505,85,994,500,1.33,4,9,52,0,5138,20237,0.247,181,13,87,34,17,43,6,88,7,3589,1424,112,0.983,13,86,66,43.4,82,50,32,61,50,14
30,2004,한화,133,53,6,74,0.417,632,750,-118,N,N,0.268,5150,4519,1213,245,17,140,1912,605,88,33,456,14,54,923,107,0.423,0.34,0.763,133,0.262,0.248,5.21,37,36,1290,170,455,92,699,683,1.48,3,0,48,0,5267,19697,0.282,215,12,95,44,18,47,2,95,8,3542,1397,115,0.981,11,96,40,29.4,140,82,58,58.6,50,7
31,2004,현대,133,75,5,53,0.586,692,590,102,Y,Y,0.275,5322,4480,1233,190,13,134,1851,653,111,38,607,29,86,871,109,0.413,0.37,0.783,133,0.286,0.28,4.06,36,32,1193,123,440,59,842,535,1.38,3,8,70,0,5135,20159,0.263,232,16,69,25,0,41,4,78,7,3561,1467,112,0.985,12,82,45,35.4,145,100,45,69,67,6
32,2005,KIA,126,49,1,76,0.392,541,659,-118,N,N,0.26,4848,4234,1102,183,13,99,1608,507,79,31,430,24,74,718,101,0.38,0.337,0.717,125,0.24,0.191,4.81,24,26,1166,138,510,119,786,591,1.52,8,5,41,0,4975,19287,0.276,200,7,91,33,16,59,3,98,11,3315,1388,128,0.98,10,97,44,31.2,144,101,43,70.1,43,6
33,2005,LG,126,54,1,71,0.432,601,666,-65,N,N,0.26,4785,4222,1098,189,21,105,1644,554,80,41,349,12,93,915,72,0.389,0.327,0.716,126,0.276,0.247,4.9,31,59,1212,109,480,80,781,600,1.53,3,7,50,0,4969,19542,0.283,200,18,88,40,27,48,5,89,15,3307,1314,112,0.981,12,78,34,30.4,194,149,45,76.8,30,10
34,2005,SK,126,70,6,50,0.583,589,485,104,N,Y,0.269,4984,4230,1139,174,12,122,1703,559,136,38,495,27,85,806,88,0.403,0.355,0.758,126,0.249,0.265,3.41,27,50,1005,103,422,99,843,431,1.26,2,10,50,0,4822,18822,0.24,160,11,88,23,14,31,1,80,10,3411,1321,103,0.983,9,82,62,43.1,155,101,54,65.2,58,15
35,2005,두산,126,72,3,51,0.585,596,465,131,N,Y,0.27,4922,4256,1147,183,17,63,1553,558,81,35,465,14,85,701,93,0.365,0.351,0.716,126,0.275,0.164,3.42,33,51,1038,90,440,77,818,427,1.31,2,14,55,0,4774,18006,0.251,148,6,82,33,13,56,2,80,7,3375,1299,149,0.983,12,86,36,29.5,153,103,50,67.3,51,4
36,2005,롯데,126,58,1,67,0.464,500,573,-73,N,N,0.253,4722,4177,1058,202,23,83,1555,470,94,20,361,11,70,856,83,0.372,0.322,0.694,125,0.261,0.228,4.3,33,24,1097,91,408,89,817,535,1.34,2,6,58,0,4845,18373,0.26,191,17,98,26,41,44,1,98,9,3361,1417,124,0.98,6,111,36,24.5,140,88,52,62.9,57,8
37,2005,삼성,126,74,4,48,0.607,614,528,86,Y,Y,0.268,4975,4234,1134,178,6,111,1657,575,98,34,500,21,109,748,112,0.391,0.357,0.748,126,0.265,0.204,3.83,37,62,1026,109,387,79,875,480,1.25,2,7,40,0,4791,18580,0.244,197,21,93,23,11,49,5,86,5,3388,1361,98,0.982,2,83,37,30.8,135,97,38,71.9,42,7
38,2005,한화,126,64,1,61,0.512,622,603,19,N,Y,0.27,4841,4304,1163,211,9,159,1869,594,31,31,400,12,75,824,121,0.434,0.341,0.775,126,0.261,0.22,4.41,36,43,1193,111,389,88,662,545,1.42,2,6,55,0,4870,18413,0.279,187,16,79,45,9,35,2,110,4,3333,1479,127,0.978,7,130,54,29.3,86,62,24,72.1,33,2
39,2005,현대,126,53,3,70,0.431,563,647,-84,N,N,0.256,4899,4190,1071,168,16,134,1673,529,105,26,458,12,120,817,85,0.399,0.344,0.743,125,0.241,0.257,4.68,28,22,1175,125,422,80,803,580,1.43,2,9,47,0,4930,18926,0.273,205,21,85,33,2,43,3,100,3,3347,1340,111,0.979,7,88,41,31.8,119,81,38,68.1,56,12
40,2006,KIA,126,64,3,59,0.52,476,451,25,N,N,0.255,4754,4181,1067,191,22,62,1488,431,102,26,390,20,55,650,90,0.356,0.325,0.681,126,0.247,0.259,3.33,35,29,998,73,442,78,735,414,1.29,2,9,49,8,4725,18216,0.243,172,7,81,23,17,44,2,66,8,3355,1426,133,0.986,6,77,39,33.6,136,93,43,68.4,46,8
41,2006,LG,126,47,4,75,0.385,457,574,-117,N,N,0.246,4724,4217,1037,181,16,81,1493,430,92,32,330,19,52,813,86,0.354,0.306,0.66,125,0.232,0.208,4.22,29,53,1144,87,439,60,625,521,1.43,3,10,51,12,4834,18397,0.273,188,22,115,33,23,41,3,82,9,3330,1382,132,0.983,7,64,42,39.6,117,84,33,71.8,30,8
42,2006,SK,126,60,1,65,0.48,509,535,-26,N,N,0.254,4793,4177,1059,171,19,99,1565,488,96,33,424,19,63,859,84,0.375,0.329,0.704,126,0.246,0.254,3.8,33,52,1071,85,446,83,701,475,1.35,0,6,47,11,4819,18300,0.259,172,11,119,33,24,26,2,90,8,3372,1436,137,0.982,6,121,50,29.2,164,117,47,71.3,58,11
43,2006,두산,126,63,3,60,0.512,455,467,-12,N,N,0.258,4708,4147,1068,152,28,55,1441,425,81,27,368,14,83,635,102,0.347,0.328,0.675,126,0.258,0.176,3.36,39,29,968,69,424,69,834,416,1.25,7,10,67,8,4690,17927,0.24,158,18,117,47,13,55,1,95,7,3347,1306,110,0.98,19,108,47,30.3,189,132,57,69.8,72,8
44,2006,롯데,126,50,3,73,0.407,488,541,-53,N,N,0.25,4766,4137,1034,173,3,88,1477,463,124,21,418,17,65,815,84,0.357,0.327,0.684,125,0.268,0.184,3.86,28,34,1128,83,410,60,637,480,1.37,5,9,64,18,4822,18088,0.268,210,12,100,38,30,30,1,84,10,3356,1529,123,0.983,13,70,48,40.7,103,62,41,60.2,68,7
45,2006,삼성,126,73,3,50,0.593,538,471,67,Y,Y,0.255,4779,4091,1043,192,9,73,1472,505,90,42,477,14,79,689,107,0.36,0.341,0.701,126,0.254,0.246,3.33,49,65,1030,100,365,63,781,414,1.25,1,15,56,9,4699,18038,0.249,185,10,98,28,9,21,7,76,3,3354,1293,94,0.984,5,78,48,38.1,173,121,52,69.9,56,6
46,2006,한화,126,67,2,57,0.54,511,475,36,N,Y,0.253,4769,4170,1057,191,3,110,1584,481,68,30,442,13,59,800,120,0.38,0.331,0.711,123,0.24,0.195,3.35,41,47,1077,94,373,49,760,418,1.29,11,14,56,10,4731,17764,0.257,166,11,94,18,17,37,2,84,6,3364,1421,105,0.983,7,123,51,29.3,93,65,28,69.9,41,3
47,2006,현대,126,70,1,55,0.56,547,467,80,N,Y,0.27,4798,4092,1104,172,9,92,1570,518,153,32,444,17,77,628,108,0.384,0.35,0.734,126,0.272,0.207,3.41,41,45,1053,69,394,71,816,422,1.3,2,15,67,8,4771,18458,0.251,172,18,82,23,0,39,0,93,6,3344,1326,125,0.98,3,81,23,22.1,118,71,47,60.2,53,9
48,2007,KIA,126,51,1,74,0.408,499,602,-103,N,N,0.257,4811,4204,1080,198,16,73,1529,465,78,45,428,7,55,630,117,0.364,0.33,0.694,126,0.242,0.156,4.49,26,27,1109,103,526,97,670,554,1.47,2,6,43,6,4933,18852,0.266,244,17,93,39,28,60,7,77,5,3329,1426,131,0.984,8,114,37,24.5,114,70,44,61.4,30,5
49,2007,LG,126,58,6,62,0.483,532,600,-68,N,N,0.268,4933,4322,1160,186,19,78,1618,508,89,43,431,24,48,704,107,0.374,0.338,0.712,126,0.262,0.266,4.33,34,58,1181,63,514,52,630,547,1.49,2,9,58,16,5014,19341,0.275,215,27,105,55,21,48,2,94,9,3407,1463,150,0.981,9,56,39,41.1,176,130,46,73.9,48,11
50,2007,SK,126,73,5,48,0.603,603,465,138,Y,Y,0.264,4881,4236,1118,212,20,112,1706,568,87,40,442,22,76,750,86,0.403,0.341,0.744,125,0.283,0.223,3.24,36,77,1079,77,445,67,650,410,1.34,1,10,58,9,4852,18425,0.256,141,7,94,32,27,28,1,88,3,3418,1503,152,0.982,1,71,50,41.3,204,136,68,66.7,50,9
51,2007,두산,126,70,2,54,0.565,578,480,98,N,Y,0.263,4856,4199,1103,209,32,78,1610,543,68,51,449,21,88,748,102,0.383,0.343,0.726,126,0.269,0.137,3.44,30,42,1067,74,399,75,721,432,1.3,6,14,57,11,4814,18464,0.252,187,17,79,34,24,43,4,73,3,3394,1333,115,0.985,15,105,38,26.6,220,161,59,73.2,62,12
52,2007,롯데,126,55,3,68,0.447,533,554,-21,N,N,0.27,4894,4273,1152,193,18,76,1609,501,104,39,405,34,73,763,87,0.377,0.34,0.717,126,0.282,0.262,4.12,22,24,1164,93,414,69,704,513,1.41,2,9,59,12,4871,18425,0.274,184,19,95,43,40,46,4,82,14,3362,1444,118,0.983,10,80,38,32.2,113,67,46,59.3,56,3
53,2007,삼성,126,62,4,60,0.508,497,509,-12,N,Y,0.254,4895,4186,1062,191,9,86,1529,469,95,39,511,28,63,678,93,0.365,0.341,0.706,125,0.238,0.273,3.71,41,51,1091,90,400,58,719,466,1.32,0,11,42,6,4824,18606,0.258,187,20,94,46,7,35,5,87,8,3395,1431,113,0.982,8,70,43,38.1,147,101,46,68.7,41,6
54,2007,한화,126,67,2,57,0.54,534,481,53,N,Y,0.254,4805,4128,1050,165,13,104,1553,502,87,28,506,17,56,705,128,0.376,0.342,0.718,124,0.271,0.216,3.54,39,36,1084,84,451,53,741,440,1.37,9,5,66,12,4781,18314,0.261,182,6,82,36,24,38,4,76,9,3357,1468,118,0.984,3,124,74,37.4,69,48,21,69.6,43,5
55,2007,현대,126,56,1,69,0.448,530,615,-85,N,N,0.271,4920,4260,1154,178,7,96,1634,507,125,32,443,38,60,653,111,0.384,0.346,0.73,126,0.269,0.3,4.41,27,46,1104,119,466,48,796,552,1.39,1,2,44,11,4906,18861,0.259,192,21,91,32,20,32,4,96,4,3381,1327,106,0.98,12,127,47,27,87,51,36,58.6,57,5
56,2008,KIA,126,57,0,69,0.452,503,555,-52,N,N,0.26,4832,4210,1095,188,28,48,1483,465,85,35,453,14,48,642,97,0.352,0.336,0.688,126,0.251,0.217,4.08,29,26,1078,65,473,77,733,510,1.38,3,9,58,10,4850,18391,0.256,180,19,50,42,9,52,5,75,5,3372,1481,129,0.985,6,143,54,27.4,196,131,65,66.8,62,11
57,2008,LG,126,46,0,80,0.365,468,646,-178,N,N,0.256,4743,4184,1070,164,23,66,1478,447,85,50,364,6,59,765,90,0.353,0.321,0.674,126,0.249,0.257,4.85,25,40,1239,82,480,72,631,597,1.55,1,9,42,10,4976,18608,0.288,225,41,77,39,4,46,3,76,13,3325,1365,118,0.984,7,87,51,37,156,111,45,71.2,48,8
58,2008,SK,126,83,0,43,0.659,632,461,171,Y,Y,0.282,5003,4332,1222,215,23,89,1750,591,80,38,491,15,62,735,99,0.404,0.361,0.765,126,0.278,0.289,3.22,43,72,1053,78,448,55,801,412,1.3,1,10,52,16,4855,18607,0.248,127,14,70,32,13,35,2,102,9,3453,1464,133,0.98,6,89,65,42.2,253,170,83,67.2,52,7
59,2008,두산,126,70,0,56,0.556,647,542,105,N,Y,0.276,4975,4344,1198,166,37,68,1642,598,36,44,472,23,78,719,115,0.378,0.354,0.732,126,0.278,0.31,3.89,26,37,1115,78,379,69,780,490,1.32,0,8,41,14,4857,18259,0.259,192,29,66,45,13,45,5,92,5,3404,1325,111,0.981,12,109,46,29.7,252,189,63,75,47,8
